unique_identifier,location_name,address_line1,address_line2,address_line3,address_city,address_county,address_post_code,country,ladnm,lsoa21,lsoa21nm,defibrillators_availability,defibrillators_access_type,lat,long,county
B14E77E7-6AEA-4232-9EF2-B0B40162DB37,T3 Info Desk Airside,Terminal 3,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
FF25339C-51CD-4712-ADAA-B0B40162EAAF,T3 Arrivals Corridor,Terminal 3,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
A22500C5-50B5-473F-A61A-B0B401630A0F,T3 Nook Bar,Terminal 3,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
A54C9F56-7483-45E6-ABB5-B0B401632FD8,T3 Domestic Baggage Reclaim Hall,Terminal 3,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
277C12BC-3742-4274-B4A4-B0B40165642C,T2 Departure Mezzanine,Terminal 2,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
CBF3A5CD-9304-4896-BDEF-B0B401657192,T2 Baggage Reclaim Hall,Terminal 2,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
8C1528B1-7C82-46D2-9626-B0B401657EF7,Boots -  T2 Departures,Terminal 2,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
F8379C27-8B15-49A5-A499-B0B40165905F,T2 Immigration E-Gates,Terminal 2,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
9181C65D-6FB2-449C-A96C-B0B4016524C8,T2 Arrivals Corridor (A Pier),Terminal 2,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
352C5D0B-70E5-4989-A262-B0B4016532A3,T2 B Gates (Airfield),Terminal 2,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Restricted,53.361897,-2.2708394,Greater Manchester
9A6231E4-6303-46FB-B321-B0B40165410D,T2 Arrivals Hall,Terminal 2,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
57424B83-3CA1-402D-A66D-B0B401654EBA,T2 A Pier (Arr),Terminal 2,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
FC6B5475-329E-47D7-A52A-B0B401635D6F,T3 Departures Corridor,Terminal 3,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
F8F1C521-748E-40A1-8E2E-B0B40163771E,T3 Gate 48 (Dep),Terminal 3,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
A749C96C-8353-43E2-8F12-B0B401638CA7,T3 Staff Pod,Terminal 3,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
4F80FAA4-C893-4E2A-B2B1-B0B401639F50,Olympic House,Olympic House,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Restricted,53.361897,-2.2708394,Greater Manchester
508AA93B-02B3-4FE3-949D-B0B40163BC97,T2 (Pier C) Bussing Lounge,Terminal 2,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
D624D33E-57BD-4802-B624-B0B40163D188,Gates B22-B24 (Pier C),Terminal 2,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
D1B32090-EEF9-4D48-883D-B0B40163ED2B,Skywalk T2,Skywalk,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
7C7760E0-916F-40C5-A292-B0B4016412E5,Gates B28-B32,Terminal 2,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
AEDF01D8-2633-4090-A1CC-B0B40164391D,T3 Security Hall B,Terminal 3,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
29D80EEF-2D8A-4A78-965A-B0B401644DF8,Skywalk T3,Skywalk,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
D9E249D4-93FD-4219-96EF-B0B401645F00,Car Rental Village,Car Rental Village,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
A5DD37C4-A586-4028-A65C-B0B40164720C,T3 Executive Lounges,Terminal 3,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
1D2D0C75-EC38-4678-A7E8-B0B401647F58,T2 Check In Hall,Terminal 2,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
F68A820C-A0D4-4C6F-BC0F-B0B4016493BC,Train Station,Train Station,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
A5C8579E-E1A7-4223-BADD-B0B40164B951,Airfield Ops Building,Airfield Operations,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Restricted,53.361897,-2.2708394,Greater Manchester
7271DE80-D70E-4474-976B-B0B40164C94D,T3 Idlex Tower,Terminal 3,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Restricted,53.361897,-2.2708394,Greater Manchester
4C2CD9C3-3045-407D-826C-B0B40164DE3F,T3 Gate 34 (Domestic),Terminal 3,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
E3ED7605-8E24-4653-9143-B0B40164EF2C,T3 Gate 50 Airfield,Terminal 3,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Restricted,53.361897,-2.2708394,Greater Manchester
F67C1811-BA2C-43E0-BC8F-B0B40164FE3D,T2 A Pier (Dep),Terminal 2,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
4066391E-9CA3-430F-A736-B0B401650B8D,T2 Departure Corridor (A Pier),Terminal 2,Manchester International Airport,"Ringway Road, Manchester",Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.361897,-2.2708394,Greater Manchester
174714F1-C271-4ECD-9335-B2EB00BDA86D,T2 East Security Hall,Terminal 2,Manchester International Airport,Ringway Road,Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.3619,-2.27084,Greater Manchester
3ECDA8AE-239F-4077-BD89-B1B6006E8114,Landside Duty Manager (Ldm) Car,Landside Duty Manager (Ldm) Car,Mobile Landside,,Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Restricted,53.36189651,-2.27083945,Greater Manchester
439E5CC1-EC6C-4D3A-BC81-B3D00083109D,Cavu Lounge,Cavu Executive Lounge,Manchester Airport Terminal 2 Departures,Level 40,Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,Varied Access,Public,53.3635,-2.27021,Greater Manchester
1695AD20-8F3D-4338-A991-B37D00C504E4,T2 C Pier Departures,T2 C Pier Departures - Gate C5,Ringway Road,,Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.3619,-2.27084,Greater Manchester
4DD14B4A-6053-46D2-98C7-B3D60113E437,T2 Domestic Baggage,Domestic Baggage Area,Terminal 2 Manchester Airport,Ringway Road,Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Restricted,53.36754215,-2.277514656,Greater Manchester
CF1423B3-C55D-4493-881E-B37E014854D7,,T2 C Pier Arrivals Gate C11,Manchester Airport,Ringway Road,Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.36828859,-2.28783311,Greater Manchester
E6662549-95CE-4A43-80C0-B37E014857EB,T2 C Pier Departures,T2 C Pier Departures,Manchester Airport,Ringway Road,Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.36922159,-2.286327034,Greater Manchester
F5E73FF0-AC7D-42E6-93E7-B37E015FAD9E,,C Pier Arrivals Terminal 2,Manchester International Airport,Ringway Road,Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.36906237,-2.286514455,Greater Manchester
87B82C28-241D-495F-AC23-B423015A0651,T2 Domestic Channel,T2 Domestic Arrivals Channel,Manchester Airport,Ringway Road,Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.36662744,-2.279737401,Greater Manchester
F56BDB7D-C743-48B1-8687-B3B90176AFCF,T2 Duty Free East,T2 Duty Free East,Terminal 2,Manchester Airport,Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.36676505,-2.279053061,Greater Manchester
31A218A7-A16E-4406-A508-B3AB01034259,T3 Drop & Go Reception,T3 Drop And Go Reception,Ringway Road,,Manchester,Manchester,M90 1QX,England,Manchester,E01005318,Manchester 053E,24/7 Access,Public,53.36313804,-2.268090429,Greater Manchester
9DC51688-4D2B-4417-AF8E-B35A00CBDBE6,,Terminal 2,Manchester Airport,Ringway Road,Manchester,Manchester,M90 1QX,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.3619,-2.27084,Greater Manchester
DCBE65EB-D010-4925-91D2-B0460084F5E4,Supervisor's Office,Manchester Airport Bus Station,4007 Chicago Avenue,,Manchester,Manchester,M90 3RR,England,Manchester,E01005316,Manchester 053D,Varied Access,Restricted,53.36507416,-2.27334046,Greater Manchester
BF8298CA-76A5-48D2-9A26-AF3A007D27B7,Transport For Greater Manchester,Malaga Avenue,,,Manchester,Manchester,M90 3RR,England,Manchester,E01005316,Manchester 053D,Varied Access,Restricted,53.3644701,-2.273771,Greater Manchester
E52E4B2A-E8BB-4EA8-9D4A-B20F01436872,Amazon,Airport City,6 Sunbank Lane,,Manchester,Manchester,M90 5AA,England,Manchester,E01005316,Manchester 053D,24/7 Access,Public,53.3591,-2.29516,Greater Manchester
7F3E468F-342B-4980-8CF8-B3020148C37A,Manchester Rsthf,"Building 302, York Drive",World Freight Terminal,Manchester Airport,Manchester,Greater Manchester,M90 5PD,England,Manchester,E01005316,Manchester 053D,24/7 Access,Restricted,53.36254092,-2.287463616,Greater Manchester
A93B46A2-DDB0-4AAD-B27D-B2F000AFB684,Fox And Pine ,18 Greaves Street,,,Oldham,Oldham,OL1 1AD,England,Oldham,E01005434,Oldham 024B,24/7 Access,Public,53.541,-2.11066,Greater Manchester
F9FC781D-3C79-4E09-AC78-B38E0100C15F,Positive Steps,80 Union Street,80 Union Street,,Oldham,Oldham,OL1 1DJ,England,Oldham,E01005434,Oldham 024B,Varied Access,Public,53.5403,-2.11047,Greater Manchester
0DF12C93-E076-4742-8C71-ADFA00E92C62,,Medtia Place,80 Union Street,,Oldham,Oldham,OL1 1DJ,England,Oldham,E01005434,Oldham 024B,Varied Access,Public,53.5405385,-2.1108673,Greater Manchester
798AF402-A1F3-4E05-A166-AEF900C62B9A,Transport For Greater Manchester,Tfgm Travel Shop,Spindles Town Square Shopping Centre,,Oldham,Oldham,OL1 1LE,England,Oldham,E01005434,Oldham 024B,Varied Access,Restricted,53.54185682,-2.115470511,Greater Manchester
A4DB9314-1FC5-45EB-B75A-B2A6012593D2,,Kingsway Nissan,Saint Marys Way,,Oldham,Oldham,OL1 1NW,England,Oldham,E01005350,Oldham 014B,Varied Access,Restricted,53.5444,-2.11789,Greater Manchester
55E1CF7E-431F-4B65-B8CC-B2A700C7E194,,Kingsway Nissan,Saint Marys Way,,Oldham,Oldham,OL1 1NW,England,Oldham,E01005350,Oldham 014B,24/7 Access,Public,53.54426852,-2.118088289,Greater Manchester
557F341F-341F-4471-AAB2-AF9400B3C92B,Aster House Housing21,Aster House,Aster Street,,Oldham,Oldham,OL1 2LA,England,Oldham,E01005348,Oldham 014A,24/7 Access,Public,53.5527897,-2.1200007,Greater Manchester
B4C72F40-184D-4410-9800-B1B900C114A6,Oldham Althletic Joe Royle Stand (Oldham Event Centre),Oldham Althletic Joe Royle Stand (Oldham Event Centre),Hilbre Avenue,Royton,Oldham,Greater Manchester,OL1 2QE,England,Oldham,E01005401,Oldham 008D,24/7 Access,Public,53.55578,-2.12877,Greater Manchester
9DC7A629-9DFE-45D0-9E28-B2830133B839,The Rifle Range Pub,Rifle Range,372 Burnley Ln,Chadderton,Oldham,Lancs,OL1 2QP,England,Oldham,E01005337,Oldham 010B,24/7 Access,Public,53.5529,-2.13778,Greater Manchester
1D8B549B-73CC-43A6-98B9-AF6B01086936,Toby Carvery - Chadderton Park,Toby Carvery - Chadderton Park,Burnley Lane,,Chadderton,Oldham,OL1 2QS,England,Oldham,E01005339,Oldham 010C,Varied Access,Public,53.5553999,-2.1412466,Greater Manchester
EE5F301F-4259-4446-BA35-B00300ADFBF9,Oldham Audi,Oldham Audi,Chadderton Way,,Oldham,Manchester,OL1 2RL,England,Oldham,E01005354,Oldham 016E,Varied Access,Restricted,53.5515212,-2.1295814,Greater Manchester
50491F6C-71E4-4E2D-90DE-AFF900C50B74,,7 Haigh Lane,,,Chadderton,Oldham,OL1 2TQ,England,Oldham,E01005335,Oldham 010A,24/7 Access,Public,53.5518873,-2.1677244,Greater Manchester
A1CCD0F4-DA18-48A2-8DF2-AE4C0004B93B,,Trinity House,10 Godson Street,,Oldham,Oldham,OL1 2XL,England,Oldham,E01005348,Oldham 014A,24/7 Access,Public,53.5493681,-2.117048,Greater Manchester
DA64E6E5-553F-4BB5-BBB9-B38000B99034,,Oldham Post Office,3-5 Lord Street,,Oldham,Oldham,OL1 3HP,England,Oldham,E01005350,Oldham 014B,Varied Access,Public,53.5425,-2.11292,Greater Manchester
BFAEBB2E-BEEB-4243-BF3A-B1A900D65AB7,Beever Primary School,Moorby Street,,,Oldham,Oldham,OL1 3QU,England,Oldham,E01005432,Oldham 014C,Varied Access,Public,53.54740524,-2.10400701,Greater Manchester
AF1E1306-916B-4019-B268-ADB200CDC3DF,,Summit Up Climbing,Egerton Street,,Oldham,,OL1 3SE,England,Oldham,E01005433,Oldham 014D,Varied Access,Restricted,53.54372406,-2.109519958,Greater Manchester
6F1CC74C-7FAA-4258-89DF-B3BA00B5B4AE,Oldham Street Angels,Oldham Street Angels,Sabr House,19 Rhodes Street,Oldham,Oldham,OL1 3TG,England,Oldham,E01005433,Oldham 014D,24/7 Access,Public,53.54258285,-2.106544911,Greater Manchester
10542F45-615F-4B05-A814-B41F00B6E9EA,Stagecoach Bus Depot,Stagecoach Bus Depot Oldham,Wallshaw Street,,Oldham,Oldham,OL1 3TR,England,Oldham,E01005432,Oldham 014C,24/7 Access,Restricted,53.5441,-2.10326,Greater Manchester
5CF245A8-E716-4337-9CD8-B09300E60257,,First Manchester Transport,Wallshaw Street,,Oldham,Oldham,OL1 3TR,England,Oldham,E01005432,Oldham 014C,Varied Access,Public,53.5441318,-2.1032558,Greater Manchester
14A2839D-916C-40E5-931C-B1E900A208A3,Saint Marys Medical Centre,St Marys Medical Centre,Rock Street,,Oldham,Oldham,OL1 3UL,England,Oldham,E01005433,Oldham 014D,Varied Access,Restricted,53.5436,-2.10855,Greater Manchester
C65DFE6B-708B-497C-A007-B21000A5CCEE,Ambassador Textiles Ltd,"Unit A, Vulcan Point",Vulcan Street,,Oldham,Oldham,OL1 4DR,England,Oldham,E01005421,Oldham 011A,Varied Access,Public,53.5502,-2.0902,Greater Manchester
3E3A301F-DA56-4828-8C15-B46E00E86475,Willowpark Primary Academy,Willowpark Academy,Vulcan Street,,Oldham,Oldham,OL1 4LJ,England,Oldham,E01005422,Oldham 011B,Varied Access,Public,53.5554,-2.09587,Greater Manchester
122E4D82-ED62-4391-BFFD-B26600F51F0B,,St Theres'as Rc Primary School,Whetstone Hill Road,,Oldham,Oldham,OL1 4NA,England,Oldham,E01005422,Oldham 011B,Varied Access,Restricted,53.5553,-2.09039,Greater Manchester
A78DAA02-A300-4013-A650-B44100C033F2,St Thomas Moorside Primary School,St Thomas Moorside C Of E Primary School,Coleridge Road,,Oldham,Oldham,OL1 4RL,England,Oldham,E01032558,Oldham 007E,Varied Access,Restricted,53.56729097,-2.074630684,Greater Manchester
997E4B7E-3ABF-4AF0-BC57-AE53009C6568,,"Damian Gilder Personal Training Studio, 328 Shaw Road",,,Oldham,Oldham,OL1 4WH,England,Oldham,E01005432,Oldham 014C,Varied Access,Restricted,53.5540272,-2.104125,Greater Manchester
D3E784DF-92C9-4D80-BEC5-B2A300E4D3CD,Brunswick,Westchurch Homes,Off Hill Street,,Heywood,Rochdale,OL10 1EH,England,Rochdale,E01005504,Rochdale 018D,Varied Access,Public,53.5927,-2.22257,Greater Manchester
1A8B8748-EC63-48D7-8CDD-B40500DFE7E5,Reception,Holy Family Rc And Ce College,Wilton Grove,,Heywood,Rochdale,OL10 2AA,England,Rochdale,E01005505,Rochdale 018E,Varied Access,Restricted,53.5864,-2.22247,Greater Manchester
0169BBF6-A663-4FA6-B999-B0BB0086FD21,Sports Hall,Holy Family College,Wilton Grove,,Heywood,Lancs,OL10 2AA,England,Rochdale,E01005505,Rochdale 018E,24/7 Access,Public,53.5864,-2.22247,Greater Manchester
385D9030-B107-43FD-B348-AF3900D57DCB,Rochdale Borough Council,Rochdale Mbc Operational Depot,Green Lane (Environmental Management),,Heywood,Rochdale,OL10 2DY,England,Rochdale,E01005507,Rochdale 020E,24/7 Access,Public,53.5893475,-2.2043111,Greater Manchester
437846B5-BD76-44E8-B30C-B0BA009C819A,Heywood Station,Heywood Station,Green Lane,,Heywood,Rochdale,OL10 2EN,England,Rochdale,E01005506,Rochdale 020D,24/7 Access,Public,53.58602524,-2.20839071,Greater Manchester
3586A3C7-471D-4E54-8046-B09A00FACFF5,Heywood,Heywood Fire Station,129 Middleton Road,Heywood,Heywood,Rochdale,OL10 2LU,England,Rochdale,E01005508,Rochdale 020F,24/7 Access,Public,53.5804432,-2.2076379,Greater Manchester
A7D37352-B5B8-4C2F-9A51-AF26009209CC,,The Tree House Cafe,Manchester Road,,Heywood,Rochdale,OL10 2PP,England,Rochdale,E01005506,Rochdale 020D,24/7 Access,Public,53.5827737,-2.2110907,Greater Manchester
085B7B40-AA5A-48EF-8532-B266010A07B1,,Axis Point Block B2 Hareshill Business Park,Hill Top Road,,Heywood,Rochdale,OL10 2RQ,England,Rochdale,E01005505,Rochdale 018E,24/7 Access,Public,53.5833,-2.22888,Greater Manchester
756BA8D7-0073-4534-837C-B076008DE378,Alliance Disposables Ltd,Unit 9 Broadfield Distribution Park,Pilsworth Road,,Heywood,Rochdale,OL10 2TU,England,Rochdale,E01005505,Rochdale 018E,Varied Access,Public,53.5865328,-2.2297959,Greater Manchester
0B5E80E2-8A2F-42DF-A600-B37C00EDAEAC,Woodland Community Primary School,Woodland Primary School,Regent Street,,Heywood,Rochdale,OL10 3BX,England,Rochdale,E01005505,Rochdale 018E,Varied Access,Restricted,53.59077004,-2.230997136,Greater Manchester
C6360D6E-2F34-46C5-80C3-AE9A00F76DDC,,St Michaels Bamford C Of E Primary School,Bury And Rochdale Old Road,,Heywood,Rochdale,OL10 4BB,England,Rochdale,E01005499,Rochdale 006C,24/7 Access,Public,53.6048012,-2.2180018,Greater Manchester
9706ABED-17A2-4523-A6E6-AE4E016A362C,St Luke’s Church,St Lukes Church,York Street,,Heywood,Lancashire,OL10 4NN,England,Rochdale,E01005501,Rochdale 018B,24/7 Access,Public,53.5933496,-2.2182601,Greater Manchester
4CBF6E5A-A90F-4AFA-9D26-B43200923A5B,Horse & Jockey Pub,Horse And Jockey,114 Bury Street,,Heywood,Rochdale,OL10 4QT,England,Rochdale,E01005505,Rochdale 018E,24/7 Access,Public,53.5932,-2.23526,Greater Manchester
A69E9A95-60CC-497A-B4D6-AF9200F134C0,Tesco,Tesco Express,70 Bury Street,,Heywood,Rochdale,OL10 4QT,England,Rochdale,E01005505,Rochdale 018E,Varied Access,Restricted,53.5933301,-2.233353,Greater Manchester
FEBFE5AF-D469-403D-B791-AFBF0106F8DE,,Horse And Jockey,114 Bury Street,,Heywood,Rochdale,OL10 4QT,England,Rochdale,E01005505,Rochdale 018E,24/7 Access,Public,53.593192,-2.235256,Greater Manchester
878525A4-F0B8-4E44-857E-AFB1013D68D7,Beaconsfield Conservative Club,Beaconsfield Conservative Club,90 Bury Street,,Heywood,Rochdale,OL10 4QT,England,Rochdale,E01005505,Rochdale 018E,Varied Access,Restricted,53.5933467,-2.2340481,Greater Manchester
9571EC4D-9385-4A09-985A-B04B00FBA2FA,Cherwell Annexe,"Cherwell Annexe, Cherwell Wellbeing Hub",Cherwell Avenue,,Heywood,Rochdale,OL10 4SY,England,Rochdale,E01005497,Rochdale 018A,Varied Access,Public,53.59561156,-2.231410397,Greater Manchester
3E4E875A-3982-42E0-92C0-B11B0106F11B,,9 Claybank Street,,,Heywood,Rochdale,OL10 4TG,England,Rochdale,E01005497,Rochdale 018A,24/7 Access,Public,53.59897,-2.22095,Greater Manchester
6579DA80-81AB-4274-859F-AE9A01019126,,Heywood Bowling Club,158 Queens Park Road,,Heywood,Rochdale,OL10 4UY,England,Rochdale,E01005498,Rochdale 020A,24/7 Access,Public,53.59941,-2.21662,Greater Manchester
63FF02FB-0643-46A8-ADFE-B4720103D807,Queens Park Lodge,Park Lodge Queens Park,Queens Park Road,,Heywood,Rochdale,OL10 4UY,England,Rochdale,E01005498,Rochdale 020A,24/7 Access,Public,53.60073349,-2.216353853,Greater Manchester
21DEDEB7-645B-42CD-9C10-B45E00F4C762,St Lukes C Of E Primary School,St Lukes C Of E Primary School,Queens Park Road,,Heywood,Rochdale,OL10 4XB,England,Rochdale,E01005498,Rochdale 020A,Varied Access,Public,53.598,-2.21599,Greater Manchester
2947E8D0-BD8E-4A78-99C2-AE82009C8FA3,Salt Separation Services,Grovenor House,Gorell Street,,Rochdale,Rochdale,OL11 1AP,England,Rochdale,E01005564,Rochdale 015E,Varied Access,Restricted,53.6060008,-2.1492369,Greater Manchester
CFFBFABB-5F64-4D66-97F0-AEBE00EA4582,Rochdale Railway Station,Rochdale Railway Station,Station Road,Rochdale,Rochdale,Rochdale,OL11 1DR,England,Rochdale,E01005485,Rochdale 015D,24/7 Access,Public,53.6102739,-2.1555325,Greater Manchester
4BD9ECAB-3299-4203-9B94-B21300F7BCF7,Pure Gym Rochdale,Sandbrook Park,,Rochdale,Rochdale,Rochdale,OL11 1RY,England,Rochdale,E01005471,Rochdale 015B,Varied Access,Restricted,53.6031,-2.16504,Greater Manchester
63B0B618-C37D-4257-A92E-B2480100367D,Ashfield Valley Primary School,New Barn Lane,New Barn Lane,,Rochdale,Greater Manchester,OL11 1TA,England,Rochdale,E01005471,Rochdale 015B,Varied Access,Public,53.6033,-2.16267,Greater Manchester
2499F8B5-1499-4537-A0BD-B38C00D7FC08,,4a Balderstone Road,,,Rochdale,Rochdale,OL11 2AJ,England,Rochdale,E01005465,Rochdale 016B,Varied Access,Public,53.597,-2.14569,Greater Manchester
01193714-6334-4A4E-8C64-B3DE00CA4D41,Holy Family Rc Primary School,Holy Family Rc Primary School And Nursery,Great Gates Road,,Rochdale,Rochdale,OL11 2DN,England,Rochdale,E01005466,Rochdale 016C,Varied Access,Restricted,53.5952,-2.14921,Greater Manchester
D2584B74-77DA-4DFB-AC24-B24B00C774BA,St Mary's Church,St Marys Church,Oldham Road,,Rochdale,Rochdale,OL11 2HB,England,Rochdale,E01005465,Rochdale 016B,Varied Access,Public,53.601,-2.1464,Greater Manchester
7617B50E-BF85-42A5-8970-AE1500A34844,Rbh Strand Community Hub,Kirkholt Community Association,The Strand,,Rochdale,Rochdale,OL11 2JG,England,Rochdale,E01005466,Rochdale 016C,24/7 Access,Public,53.595055,-2.1568665,Greater Manchester
393B5813-3B1C-461A-959C-B3E000F9E74C,Sandbrook Community Primary School,Sandbrook Community Primary School,Hartley Lane,,Rochdale,Rochdale,OL11 2LR,England,Rochdale,E01005464,Rochdale 016A,Varied Access,Restricted,53.5987,-2.16082,Greater Manchester
05B871E6-9EE6-4D17-8788-AE2300FC5E35,Ainsworth Surgical Supplies,Unit 5 Sherwood Business Park,Queensway,,Rochdale,Rochdale,OL11 2NU,England,Rochdale,E01005478,Rochdale 017C,Varied Access,Restricted,53.59492,-2.17097,Greater Manchester
CD0B1A53-39F2-4E27-9BCC-AE9200A3F493,Arrow Mill Management Ltd,Arrow Mill,Queensway,,Rochdale,Lancs,OL11 2YW,England,Rochdale,E01005478,Rochdale 017C,Varied Access,Restricted,53.5943842,-2.1739217,Greater Manchester
6ACFAA24-6B47-49D4-BEF6-AFEA00ABD22A,Reception,Matthew Moss High School,Matthew Moss Lane,,Rochdale,Rochdale,OL11 3LU,England,Rochdale,E01005481,Rochdale 017F,Varied Access,Restricted,53.6017492,-2.18929,Greater Manchester
BE2895AF-71C3-4FD5-8731-B3E100F47579,Marland Hill Cp School,Marland Hill School,Roch Mills Crescent,Off Roch Valley Way,Rochdale,Rochdale,OL11 4QW,England,Rochdale,E01005474,Rochdale 011A,Varied Access,Public,53.6061821,-2.17775035,Greater Manchester
